text,category,target,source,source_url
"FOR IMMEDIATE RELEASE Contact: OASIS (310) 364-2290 15 April 1993 Los Angeles, CA LOCAL NATIONAL SPACE SOCIETY CHAPTERS SPONSOR TALK BY L.A. ADVOCATE OF LUNAR POWER SYSTEM AS ENERGY SOURCE FOR THE WORLD On April 21, the OASIS and Ventura County chapters of the National Space Society will sponsor a talk by Lunar Power System (LPS) co- inventor and vice-president of the LPS Coalition, Dr. Robert D. Waldron. It will be held at 7:30 p.m. at the Rockwell Science Center in Thousand Oaks, CA. Dr. Waldron is currently a Technical Specialist in Space Materials Processing with the Space Systems Division of Rockwell International in Downey, California. He is a recognized world authority on lunar materials refinement. He has written or coauthored more than 15 articles or reports on nonterrestrial materials processing or utilization. Along with Dr. David Criswell, Waldron invented the lunar/solar power system concept. Momentum is building for a coalition of entrepreneurs, legal experts, and Soviet and U.S. scientists and engineers to build the Lunar Power System, a pollution-free, energy source with a potential to power the globe. For the past three years members of the coalition, nearly half from California, have rejuvenated the commercial and scientific concept of a solar power system based on the Moon. The LPS concept entails collecting solar energy on the lunar surface and beaming the power to Earth as microwaves transmitted through orbiting antennae. A mature LPS offers an enormous source of clean, sustainable power to meet the Earth's ever increasing demand using proven, basic technology. OASIS (Organization for the Advancement of Space Industrialization) is the Greater Los Angeles chapter of the National Space Society, which is an international non-profit organization that promotes development of the space frontier. The Ventura County chapter is based in Oxnard, CA. WHERE: Rockwell Science Center Auditorium, 1049 Camino Dos Rios, Thousand Oaks, CA.",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Am I glad you write that. I got flamed all along because I begged NOT to crosspost some nonsense articles. The problem with crossposting is on the first poster. I am aware that this posting is a crossposting too, but what else should one do. You never know where the interested people stay in. To split up newsgroups brings even more crossposting. -- Jan Holler, Bern, Switzerland Good is not good enough, make it better! holli!holler@augs1.adsp.sub.org ((Second chance: holler@iamexwi.unibe.ch))",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Hi, My name is rahul and I am doing MS at USU, Logan My query is: I have a HP workstation: HP Series 400 with X running on it. I have a true color - 24bit color monitor connected to this machine. Normally I have the capability to display 256 colors from a max of 16.7 million. Since the monitor is True Color I can see 16.7 million at a time. Que: do we have a facility in X(c-function call) that will enable me to specify any RGB combination and see it on screen? I am using XStoreColor to set the pallette of a max of 256 colors. Que: If not. Is there any way I can display a true color image on a true color monitor using XLib function calls? We are generating ray traced images and 256 colors are indeed a painful limit. besides I need the facility to display the true color images i will be generating on a true color system WITHOUT color quantification. Please, if anyone can help i'd be obliged",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Hell, the Orioles' Opening Day game could easily be the largest in history if we had a stadium with 80,000 seats. But unfortunely the Yards (a definitely excellent ballpark) only holds like 45,000 with 275 SRO spots. Ticket sales for the entire year is moving fast. Bleacher seats are almost gone for every game this year. It's a extremely likelyhood that the O's could sell out every game this year (especially if we lead the division for most of the year like '89). On another front, the sale of the Orioles to anyone is likely to be forced upon Eli Jacobs who is major debt apparently. Maybe we can get an owner willing to spend on a proven rightfielder free agent in the winter. Fernando has made the O's as the fifth starter. The O's pitching staff looks pretty good. Sutcliffe, Mussina, McDonald, Rhodes, and Fernando. Baltimore is my pick for the victors in a very competitive AL East. __________________________________________________________________________ ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Second to last day of the season - Gregg (The True Wild Thing) Olson uncorks a wild pitch allowing the Blue Jays to tie. Blue Jays win in the 11th and ends the Baby Birds' miracle season of '89.",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Which, considering the amount Bush&congress added to it, would be a not-inconsiderable achievement. While we're on the subject, I also believe that the supply-side claim that reducing taxes raised revenue is also false, because they typically factor in SocSec taxes, which were *raised* a considerable amount, at the same time that income taxes were cut. If you look at income tax revenue alone, it fell after after the cuts began, and didn't recover for several years. By then, record deficits were well entrenched. *crunch, crunch*",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"hausner@qucis.queensu.ca (Alejo Hausner) Pontificated: To split a split hair, I believe that teflon (-CF4- monomer) was ""discovered"" by accident when someone I don't remember found what he thought was a liquid (or gas?) had turned to a solid... It just happend to fit the bill for the above use... I'm crossposting to sci.materials so perhaps someone in the know might elaborate...",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"[...] The President is not competent to plan or judge the planning of such a raid, nor does he need to be. His job is to set basic policies and manage the people under him. If Clinton instructed Reno to preserve lives, and if she confirmed that the plan for the raid was a safe as could be, then he did his job. The President should not involve himself in the minor details of these kinds of operations. This sort of micromanagement only leads to disaster, as was demonstrated so well in Vietnam. But the raid went bad: Over 80 civilians have been killed in a controntation with U.S. authorities. NOW Clinton enters the picture in a big way. Will Clinton start an investigation? Or will he try to squash any attempt to investigate? Is he a responsible leader? Or is he only interested in protecting the image of his administration? We'll all find out as this unfolds. --",talk.politics.guns,3,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I don't buy this at all. I think things are colored to a very large degree of preconceived notions of who the players involved are. Try this exercise: XXX is pitching today. His team scores 4 in the first inning, and 3 in the fourth. XXX gives up 0 in the 1st through 4th. In the fifth, he gives up 3 runs. In the 6th, he gives up 2 more. The score is now 7-5, with XXX's team still on top. I contend that if XXX were Jack Morris, the assessment would be ""he is a gutty veteran who pitches only as well as he has to to win."" If XXX were Mike Trmbley, the assessment would be ""he is an inexperienced rookie who doesn't know how to pitch. Needs more seasoning. Send him to AAA. Or to the spice rack.""",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"From the Santa Rosa (Cal.) Press-Democrat, April 15, 1993, p. B2: Male sex survey: Gay activity low A new natonal study on male sexual behavior, the most thorough examination of American men's sexual practices published since the Kinsey report more than four decades ago, shows about 2 percent of the men surveyed had engaged in homosexual sex and 1 percent considered themselves exclusively homosexual. The figures on homosexuality in the study released Wednesday by the Alan Guttmacher Institute are significantly lower than the 10 percent figure that has been part of the conventional wisdom since it was published in the Kinsey report. The article also contains numbers on the number of sexual partners. The median number of sexual partners for all men 20-39 was 7.3. Compared to the table I have already posted from Masters, Johnson, and Kolodny showing male homosexual partners, it is apparent that homosexual men are dramatically more promiscuous than the general male population. It's a shame that we don't have a breakdown for straight men vs. gay/bi men -- that would show even more dramatically how much more promiscuous gay/bi men are.",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I'm looking for the following paper: Marlow, S. and Powell, M.J.D. A FORTRAN subroutine for plotting the part of a conic that is inside a given triangle. Rep. R-8336, Atomic Energy Res. Establishment, Harwell, England 1976 Or anything related (including 3D cases) Max -- ----------------------------------------------------------------------------- Max Froumentin | Laboratoire d'Informatique | ""Always better, never first."" Fondamentale de Lille | - Tigran Petrossian France |",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
">It is very difficult for a young person to develop and build >a positive view of themself when they are constantly being >told implicitly and explicitly that they are wrong and >immoral. Yes, that is most certainly true. However, the paragrapgh reflects a value-less position and infers that what is more important than anything else is to have ""a positive view"" of one's self. This of course, is foolish. Should a mass murderer, a pedophile, a 10-year old pyromaniac have a ""positive view"" of themselves? Of course not. A person that engages in behaviour that a large number of people condemn, and IF you believe in the concept of ""society"", then your only choice is to expect that person to have a negative view of themselves. -- There are actually people that STILL believe Love Canal was some kind of environmental disaster. Weird, eh?",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"[...] Tim Wallach can be explained with the rabbitball. Deion can be explained as ""learning how to play the game"". I'm not betting that Deion will be able to play as well as last year, but I think the odds of Deion playing as well or better than he did last year are better than the odds of Otis Nixon doing the same thing. When you factor in defense, Otis was more valuable last year. But I'm not convinced he'll be more valuable this year, and especially next year. -- Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*| Baseball fanatic",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"An open letter to Marc Afifi Dear Marc, I believe that you are wrong about Mr. Freeman. He has written in a style that raises the level of posts on this board. If you just don't seem to get it, I believe that it is more of a reflection of you and your abilities than of him. His posts contain substance and and he defends his positions well. Having said this, I would like to ask in general for people on this board to realize that if they don't agree with the substance of posts, then they should respond to the substance (or lack of) of the posts rather than attack the author of the posts. When one has to resort to attacking a poster rather than what he/she has written, one can see that that person does not have the ability to make a coherent argument concerning the post. Peace,",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I keep hearing people say this. It assumes that we, at some point, had a choice at the ballot box: ""Vote yes or no I want the FBI and BATF to become latter-day Gestapos"". That just isn't so. The process is far more complex. We do not have direct control over the bureaucracy. When we evaluate our representatives we don't often know what their contribution is to the wayward direction of the federal law enforcement bureacracy. To assert that we got what we wanted is absurd. Oh, good I feel much better now. ;-)",talk.politics.guns,3,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I have a joint House-Senate conference committe report (i.e., crime bill) for the 102rd Congress which contains a ""Brady Bill -- 7 day waiting period"" within it. I believe it just died and never came up for a vote in either house. They got four years of Clinton's support to pass it.",talk.politics.guns,3,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Tom's right about this. It's only a grantable right if the granter has the will and the ability to stop anyone from taking it away from you. Never mind the legal status. Nick's right about this. It's always easier to obtain forgiveness than permission. Not many people remember that Britain's King George III expressly forbid his american subjects to cross the alleghany/appalachian mountains. Said subjects basically said, ""Stop us if you can."" He couldn't. That's how the USA started. Of course, that's also how the Bolivarian Republic started (ca. 1800-1820) in central america. It didn't have quite the staying power of the USA. I'm sure there are more examples of going far away and then ignoring authority, but none jump to mind right now. Or do as some whaling nations do: define whatever activities you want to carry out as ""scientific research"" which just coincidentally requires the recovery of megatonnes of minerals (or whatever), then go at it. Lute Keyser had just this sort of arrangement with Libya (I think) in the late '70's for his commercial space launch project (one of the very earliest). It was killed by Soviet propaganda about NATO cruise missiles in Africa, which made Libya renege on the arrangement.",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Murderous, huh? Yeah, there was all sorts of carnage going on there in the 60 YEARS they were there -- BEFORE the government assaulted them. Oh, I forgot -- you probably consider self-defense as murder. Damn right. This is not a partisan thing; it's about individual liberties -- the right of a citizen to be left the hell alone. That's another indication that you don't understand the issue. ""Our appropriations are coming up soon. We need a good PR boost. Let's find a socially unpopular group who happen to have a lot of guns, go in like gangbusters, be heros, and have the local media get it all on video tape. Then we won't have to worry about our budget until next year."" Why don't you knit one to match his jogging outfit? --",talk.politics.guns,3,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Uh, why do they have to ask a state commision? Unless the state's buying... Such a process will only increace the overhead to the power company of selling different types of light, and will decreace the likleihood that they will do so. And any efficient lights they might have been planning in the future, go down the drain..... You could order it special. If enough people did so, it would be low cost. Last I checked, you could use UPS to buy stuff in Arizona before going there. Finally, I'm sure your state has things like small factories and machine shops. You could go into business making lights that are cheaper to use (thanks to their higher efficiency and the fact that they aren't wasting energy on broadcasting to space) and therefore _better_ than the old style... Five year plans have to be enacted or the planning for the economy will fall apart. As if the clean air act really cleaned up the air... _MY_ *experience* seems to suggest that you're trying too hard to *educate* them (with the same methods used in American schools to make any subject whatsoever as relevant and boring as Proto-Ugric) instead of *selling* them on the idea. ... Well, wake up. Space is becoming a field of human endeavor instead of just something we can look at from a long long way away. There are practical space projects that could conceivably (although probably not) cause lots of light pollution, and have been argued against on those grounds, even though they might open up such possibilities, that people could vacation on Mars if they wanted really dark skies...",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Not true. I am required to have insurance by law. the method of collection effectively makes it a tax. Well here we have the right hoping for more selfish bastards. Pity they don't look at what 12 years of the Regan/Bush ""selfish Bastard"" ecconomy has done to the country. Elect a selfish bastard government and they will run the country for themselves, thats why they are selfish bastards. Bush and Regan gave tax breaks for the ultra rich and paid for them by borrowing against the incomes of the middle class.",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Not bad. We had a similar situation. Slowpitch softball, bases loaded, weakest hitter at the plate. He hits a line drive over the third baseman's head that hooked and hooked and finally landed ten feet in foul ground, almost hitting the fence down that side of the field. But the umpire called fair ball! I was coaching third, yelling at evrybody to move up a base. The ump's position: ""it was still fair when it passed third base"". Why the other team didn't immediately protest I'll never know; we certainly weren't going to argue about it, since every body did manage to advance one base safely. There was also the time when a batted ball ricocheted off my (runner from second base) leg, fielded by the SS, steps on second to force the runner from first, and throw to first in time for what the umpire called a triple play; protest removed when we won the game anyway.",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I have successfully copied all of the uuencoded versions of these logos to my local directory, but when I tried the GIF files, it said ""Permission denied"". Could you explain why, and also how to execute the uuencoded files? Thanks, Ken",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"BO JACKSON 1963 1988 KCR 437 106 16 4 23 28 29 7 .253 67 .243 .288 .455 1989 KCR 517 134 19 5 33 41 27 10 .274 92 .259 .314 .507 1990 KCR 405 110 17 1 27 44 16 9 .286 77 .272 .343 .519 1991 CWS 71 16 3 0 3 12 0 1 .240 10 .225 .337 .394 MAJ 1430 366 55 10 86 125 72 27 .270 246 .256 .316 .489 MAJ 598 153 23 4 36 52 30 11 This is what Jackson looked like in 88-91, with everything converted to a neutral park, on the basis of run production. His equivalent average started at .253 in 88, was up to .274 in 89 and 286 in 90. So let us say he had established, in his last two seasons, a .280 level of play. That is good. Very good, in fact. But it probably doesn't make the top ten in the league. The 10th best EQA in the AL in 1992 was Dave Winfield's .296; Thomas was first at .350. First in the NL was Bonds, an incroyable .378; tenth was Bip Roberts, .297. But .280 is better than any season in the past five years by Joe Carter; it is about what Mattingly had in 1988 (.285); what Felix Jose had the last two years; just ahead of Time Raines' five-year average; better than Ryan Klesko's MLEs. He got more attention from the media than was warranted from his baseball playing, though; his hype was a lot better than his hitting. That is the basis for the net.comments about him being overrated. The media would have you beleive he was a great hitter. I think he was a good, maybe very good hitter. He was IMO, something like the 30th best hitter in the majors.",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"We are looking for GL source code, which was developed by Silicon Graphics (SGI). We would like to compile it on Sun and HP 9000/700s. If there is anyone already supporting GL on HP and Sun, please respond. Also please respond if anyone knows where the source code is available. Thank you",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I'm not sure I understand this question. When the IF rule is invoked, the batter is automatically out. This relieves the runners from being forced to advance to the next base if the ball is not caught. Other than that, isn't it just the same as any situation in which a runner on a base is not forced to the next base on a dropped fly ball? That is, if the ball is caught he can tag up and run (or decide to stay), and if the ball is dropped he can have left the base at any time.",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Hi, I'm writing a science fiction script and I'm looking for some answers to questions regarding the Moon and Earth. My starting point is an impossible situation. [I checked with a professor at berkeley and his response was a VERY helpful ""can't happen"".] If you enjoy playing with unusual ideas and are willing answer some questions please contact me via e-mail (jennise@dgi.com). I get extremely annoyed when screen and tele-plays ignore basic facts about computers that I'm determined to be as scientifically accurate as I can. Sorry for being vague, but I'd like to protect my idea as much as I can until I'm ready to sell it (hopefully).",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Here is one by Andrew ""Graphics Gems"" Glassner that I got from a collegue of mine. I think I fiddled with it a little bit to make it deal with whatever bizarre problem I was working on at the time but it is known to work. spl - - - - /* spheres ASG 9 Feb 85 spl Thu Mar 8 17:17:40 EST 1990 */ #include <stdio.h> #include <math.h> #define PI 3.141592654 struct Point_struct { double x, y, z; }; static double radius; static double xorg; static double yorg; static double zorg; do_sphere( r, freq, x, y, z ) double r; int freq; double x; double y; double z; { int pole; double northy, southy, poley; double rtheta, rtheta2, ntheta, ntheta2, magicangle; double theta, thetastart, thisy, den, t; struct Point_node *pnp; struct Point_struct p1, p2, p3, p4, n1, n2, n3, n4, pt; radius = r; xorg = x; yorg = y; zorg = z; /* north pole */ magicangle = 30.0*PI/180.0; northy = radius*sin(magicangle); southy = -radius*sin(magicangle); for (pole=0; pole<2; pole++) { if (pole==0) { poley=radius; thisy=northy; thetastart=0.0; } else { poley= -radius; thisy=southy; thetastart=36.0; } for ( theta = thetastart; theta < 360.0; theta += 60.0 ) { rtheta = theta*PI/180.0; rtheta2 = (theta+60.0)*PI/180.0; p1.x = 0.0; p1.y = poley; p1.z = 0.0; p2.x = radius*cos(rtheta); p2.y = thisy; p2.z = radius*sin(rtheta); p3.x = radius*cos(rtheta2); p3.y = thisy; p3.z = radius*sin(rtheta2); if (pole==0) { /* make ring go the other way so normals are right */ pt.x = p3.x; pt.y = p3.y; pt.z = p3.z; p3.x = p2.x; p3.y = p2.y; p3.z = p2.z; p2.x = pt.x; p2.y = pt.y; p2.z = pt.z; } den = (p1.x*p1.x)+(p1.y*p1.y)+(p1.z*p1.z); den = sqrt(den); if (den != 0.0) { t = radius / den; p1.x *= t; p1.y *= t; p1.z *= t; } den = (p2.x*p2.x)+(p2.y*p2.y)+(p2.z*p2.z); den = sqrt(den); if (den != 0.0) { t = radius / den; p2.x *= t; p2.y *= t; p2.z *= t; } den = (p3.x*p3.x)+(p3.y*p3.y)+(p3.z*p3.z); den = sqrt(den); if (den != 0.0) { t = radius / den; p3.x *= t; p3.y *= t; p3.z *= t; } subdivide_tri(&p1,&p2,&p3,freq); } } /* now the body */ for (theta=0.0; theta<360.0; theta += 60.0) { rtheta = theta*PI/180.0; rtheta2 = (theta+60.0)*PI/180.0; ntheta = (theta+36.0)*PI/180.0; ntheta2 = (theta+96.0)*PI/180.0; p1.x = radius*cos(rtheta); p1.y = northy; p1.z = radius*sin(rtheta); p2.x = radius*cos(rtheta2); p2.y = northy; p2.z = radius*sin(rtheta2); p3.x = radius*cos(ntheta); p3.y = southy; p3.z = radius*sin(ntheta); p4.x = radius*cos(ntheta2); p4.y = southy; p4.z = radius*sin(ntheta2); den = (p1.x*p1.x)+(p1.y*p1.y)+(p1.z*p1.z); den = sqrt(den); if (den != 0.0) { t = radius / den; p1.x *= t; p1.y *= t; p1.z *= t; } den = (p2.x*p2.x)+(p2.y*p2.y)+(p2.z*p2.z); den = sqrt(den); if (den != 0.0) { t = radius / den; p2.x *= t; p2.y *= t; p2.z *= t; } den = (p3.x*p3.x)+(p3.y*p3.y)+(p3.z*p3.z); den = sqrt(den); if (den != 0.0) { t = radius / den; p3.x *= t; p3.y *= t; p3.z *= t; } den = (p4.x*p4.x)+(p4.y*p4.y)+(p4.z*p4.z); den = sqrt(den); if (den != 0.0) { t = radius / den; p4.x *= t; p4.y *= t; p4.z *= t; } subdivide_tri(&p1,&p2,&p3,freq); subdivide_tri(&p3,&p2,&p4,freq); } return; } #define norm_pt(v) { register double r = sqrt( ( ( v )->x * ( v )->x ) + \ ( ( v )->y * ( v )->y ) + \ ( ( v )->z * ( v )->z ) ); \ ( v )->x /= r; \ ( v )->y /= r; \ ( v )->z /= r; \ } subdivide_tri(p1,p2,p3,a) struct Point_struct *p1, *p2, *p3; int a; { struct Point_struct n1, n2, n3; struct Point_struct p12, p13, p23; double den, t; if (a>0) { p12.x = (p1->x+p2->x)/2.0; p12.y = (p1->y+p2->y)/2.0; p12.z = (p1->z+p2->z)/2.0; den = (p12.x*p12.x)+(p12.y*p12.y)+(p12.z*p12.z); den = sqrt(den); if (den != 0.0) { t = radius / den; p12.x *= t; p12.y *= t; p12.z *= t; } p13.x = (p1->x+p3->x)/2.0; p13.y = (p1->y+p3->y)/2.0; p13.z = (p1->z+p3->z)/2.0; den = (p13.x*p13.x)+(p13.y*p13.y)+(p13.z*p13.z); den = sqrt(den); if (den != 0.0) { t = radius / den; p13.x *= t; p13.y *= t; p13.z *= t; } p23.x = (p2->x+p3->x)/2.0; p23.y = (p2->y+p3->y)/2.0; p23.z = (p2->z+p3->z)/2.0; den = (p23.x*p23.x)+(p23.y*p23.y)+(p23.z*p23.z); den = sqrt(den); if (den != 0.0) { t = radius / den; p23.x *= t; p23.y *= t; p23.z *= t; } subdivide_tri(p1, &p12,&p13,a-1); subdivide_tri(&p12, p2, &p23,a-1); subdivide_tri(&p13,&p23, p3, a-1); subdivide_tri(&p12,&p23,&p13,a-1); } else { n1.x = p1->x; n1.y = p1->y; n1.z = p1->z; norm_pt(&n1); n2.x = p2->x; n2.y = p2->y; n2.z = p2->z; norm_pt(&n2); n3.x = p3->x; n3.y = p3->y; n3.z = p3->z; norm_pt(&n3); /* nothing special about this poly */ printf( ""%f %f %f %f %f %f\n"", p1->x + xorg, p1->y + yorg, p1->z + zorg, n1.x, n1.y, n1.z ); printf( ""%f %f %f %f %f %f\n"", p2->x + xorg, p2->y + yorg, p2->z + zorg, n2.x, n2.y, n2.z ); printf( ""%f %f %f %f %f %f\n"", p3->x + xorg, p3->y + yorg, p3->z + zorg, n3.x, n3.y, n3.z ); } return; }",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Some time back in this newsgroup, I seem to recall a thread about predicting the runs a given lineup of 9 batters could be expected to score given the appropriate statistical alphabet soup for these hitters (OBP, SLG, AVG, bat length, hat size, day-of-the-week, weather conditions, etc.). :-) Anyway, was I dreaming or is there some such animal? My apologies if this has been covered recently, I probably get to read 10% of the articles posted here. No time. Many thanks in advance, scotty ---------------------------------------------------------------------------- M. Scott Walsh scottwa@pogo.wv.tek.com Tektronix, Inc. Graphics Printing & Imaging Products IBD (503)685-3622",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Hi! Everyone, I don't clearly understand 'occlusion' in computer graphics. Would you please give me an explanation? BTW, what's the difference between 'occluded surface' and opaque surface? Thanks in advance.",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Only because you are apparently easy to fool. In other words, your remark is obviously from someone who wouldn't know the difference. -- ""Insisting on perfect safety is for people who don't have the balls to live in the real world."" -- Mary Shafer, NASA Ames Dryden",talk.politics.guns,3,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
": : >|> Has anyone got multiverse to work ? : >|> Extn 5543, sts@mfltd.co.uk, !uunet!mfocus!sts : : I've tried compiling it on several SPARCstations with gcc 2.22. After : fixing up a few bugs (3 missing constant definitions plus a couple of : other things) I got it to compile & link, but after starting client : & server I just get a black window; sometimes the client core dumps, : sometimes the server, sometimes I get a broken pipe, sometimes it : just sits there doing nothing although I occassionally get the : cursor to become a cross-hair in dog-fight, but that's it. I've : sent word to the author plus what I did to fix it last week, but : no reply as yet. : : Peter K. Campbell : p.campbell@trl.oz.au I've discovered a bug in the libraries/parser/parser.c loadcolour function where it was generating a segmentation fault. It appears the colourList[] is geting corrupted somehow. I had it return random colours instead and everything worked great (except for a few colour problems) so I know its the only thing wrong. The colour table somehow gets a couple of nulls placed in it so when the ""name"" of the colours are compared it crashes. I haven't found the problem yet maybe someone else can.",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Dale sez; I don't buy it. If the things had no value at all, people wouldn't spend money to make them. So their lack of value is just your opinion, not an actual fact, which is neither a philisophical or legal basis for prohibiting them. On the other hand, I lived in OakBrook IL for a while, where zoning laws prohibit billboards, as you mention above. I think it was a fine law, despite it's contradictory basis. I would guess that the best legal and moral basis for protest would be violation of private property. ""I bought this house, out in the boondocks, specifically to enjoy my hobby, amateur astronomy. Now this billboard has made that investment worthless, so I want the price of the property, in damages."" It wouldn't take too many succesful cases like that to make bill-sats prohibitively expensive. -Tommy Mac ------------------------------------------------------------------------- Tom McWilliams 517-355-2178 wk \ They communicated with the communists, 18084tm@ibm.cl.msu.edu 336-9591 hm \ and pacified the pacifists. -TimBuk3",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Does anybody know what is going on with Lankford? I know he was out for a few games with a slight injury, but since he has beenback (and before the injury for that matter) he has been really struggling at the plate and on the basepaths. Whereis the Ray Lankford we saw last year??? -- msilverm@nyx.cs.du.edu GO CUBS!!!",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"They need a hit software product to encourage software sales of the product, i.e. the Pong, Pacman, VisiCalc, dBase, or Pagemaker of multi-media. There are some multi-media and digital television products out there already, albeit, not as capable as 3DO's. But are there compelling reasons to buy such yet? Perhaps someone in this news group will write that hit software :-)",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Actually, this strife in Yugoslavia goes back a long way. Bosinan Muslims, in collaboration with the Nazis, did to Serbians after the first world war what Serbs are doing to Muslims now. This is not a fresh case of ethnic cleansing but just another chapter in the continuing saga of intense mutual hatred, destruction,... Not taking sides in this perpetual war does not amount to religious bigotry. It could just be helplessness with regards to bringing peace to a region that does not even know the meaning of the word. Satya Prabhakar",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Could it be because you're British, Phill, and living in Germany? While the EC working rules are more liberal than what we have in the 1989 US-Canada FTA, there's probably a law about that (having health insurance coverage is a condition of my being down here, for example). You have mentioned this once before, yet both the NY Times profile on the German sickness funds (late Jan.) and pamphlets that my girlfriend gives to her language students from the German consulate both say that it is ""voluntary"" (okay, there were quotation marks (-;) and that only 90% of the population is covered by the sickness funds (analogous to our provincial health insurances, but not divided by province/state). Another guy in health care policy says that the Turkish guest workers aren't covered ... he's written to me a couple of times (he's not a post-er). I'll ask him ... gld",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"As you're no doubt aware, Phill, there are probably five or six different, mutually contradictory versions of the events in Waco on Feb. 28 all of which are from reputable news sources, ranging the the Associated Press to TIME to Newsweek. Some of the earliest reports issued by the AP were not at all flattering the to BATF, and produced some question as to who fired first. Now, for all I know, you were there to witness it. But I kind of doubt that. The BATF, in a letter they've been sending out to people, says both that they were ambushed because they lost the element of surprise, and that they went up and knocked on the door and had it slammed in their faces. It strikes *me* as kind of strange to rely on surprise to serve a warrant by knocking on the door. There are at least questions that need to be answered. This paranoid assertation was made by witnesses to the original assault who stated that the BATF initiated hostilities by throwing concussion grenades and reported by the Associated Press. Phill, the BATF were in a firefight with the BD for *forty-five* minutes. I find it hard to believe that if they were expecting peaceful citizens they *wouldn't* have shown up in live-stock trailers and would have retreated immediately. If they *were* expecting peacful citizens, why show up with over a hundred officers, some of which clearly visible on video to be carrying sub-machineguns, and *3* National Guard Helicopters? I don't know who did what, but, as I said, there are questions that need to be answered.",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
